"ID","Longitude","Latitude","Time","Habitat","Crop protection","Disturbance","Comments","Recorder","Date"
37841,"50.82558N","1.03922W","11:30","Sand/shingle bank","None","None","Partially Submerged","Amy Brittan","26/11/2015"
37837,"50.84555N","1.15874W","10:30","Amenity Grassland","None","None","","Amy Brittan","26/11/2015"
37766,"50.82607N","1.02402W","11:00","Sand/shingle bank","None","Other","tide had covered bank","Robert Lee","25/11/2015"
37765,"50.8263N","1.0246W","11:00","Sand/shingle bank","Other","Other","Tide had covered bank","Robert Lee","25/11/2015"
37747,50.78320,-1.15788,"10:24","Sand/shingle bank","","None","Usual wader species not present - currently 15 mins after high water. No major disturbance.","David Stevenson","25/11/2015"
37734,50.85166,-1.31849,"09:09","Ruderal/Scrubby Grassland","","","","Andrew Balmer","25/11/2015"
37699,"50.82295N","0.9731W",11.30,"Arable-emerging cereal crop","None","None","","Amy Brittan","24/11/2015"
37698,"50.82271N","0.96962W",11.30,"Arable-Stubble","None","None","","Amy Brittan","24/11/2015"
37697,"50.82406N","0.9664W",11.30,"Arable-emerging cereal crop","None","None","","Amy Brittan","24/11/2015"
37696,"50.82707N","0.9655W",11.30,"Arable-emerging cereal crop","None","None","","Amy Brittan","24/11/2015"
37693,50.85017,-1.31527,"08:47","Ruderal/Scrubby Grassland","","","","Andrew Balmer","24/11/2015"
37682,"50.83731N","1.03875W","13:30","Playing field","None","None","","Ed Rowsell","23/11/2015"
37647,50.81857,-1.24309,"11:32","Other","None","None","Cottage hide Titchfield haven.","David Mallard","21/11/2015"
37598,"50.83925N","1.03222W","14:00","Amenity Grassland","None","None","","Amy Brittan","16/11/2015"
37594,"50.84093N","1.02961W","14:00","Other","None","None","","Amy Brittan","16/11/2015"
37593,"50.84298N","1.0237W","14:00","Permanent pasture","None","None","","Amy Brittan","16/11/2015"
37587,"50.82607N","1.03924W","14:00","Sand/shingle bank","None","None","Partially submerged","Amy Brittan","16/11/2015"
37513,"50.83871N","1.03403W","09:00","Amenity Grassland","None","None","","Scott Mills","11/11/2015"
37508,"50.84056N","1.03025W","09:00","Other","None","None","","Scott Mills","11/11/2015"
37507,"50.84251N","1.0251W","09:00","Permanent pasture","None","None","","Scott Mills","11/11/2015"
37499,"50.82597N","1.02364W","09:00","Sand/shingle bank","None","None","","Scott Mills","11/11/2015"
37498,"50.82603N","1.03935W","09:00","Sand/shingle bank","None","None","","Scott Mills","11/11/2015"
37335,"50.82115N","0.91308W","14:40","","None","Other","model aircraft flying nearby","Andy Scott","18/10/2015"
37334,"50.81188N","0.91402W","16:00","Amenity Grassland","None","Other","Model aircraft flying nearby","Andy Scott","18/10/2015"
37333,"50.8058N","0.91436W","15:45","Ruderal/Scrubby Grassland","None","None","","Andy Scott","18/10/2015"
37323,50.78994,-1.13475,"09:53","Other","","None","Workhouse lake - creek
Strong wind and rain","David Stevenson","07/11/2015"
37315,"50.83111N","0.80588W","07:30","Amenity Grassland","None","None","","Amy Brittan","06/11/2015"
37314,"50.82932N","0.8094W","07:30","Amenity Grassland","None","None","","Amy Brittan","06/11/2015"
37313,"50.83282N","0.80768W","07:30","Amenity Grassland","None","None","","Amy Brittan","06/11/2015"
37312,"50.83097N","0.81553W","07:30","Amenity Grassland","None","None","","Amy Brittan","06/11/2015"
37311,"50.83314N","0.81465W","07:30","Amenity Grassland","None","None","","Amy Brittan","06/11/2015"
37243,"50.8417N","1.02908W","13:20","Other","None","None","","Amy Brittan","29/10/2015"
37242,"50.8426N","1.02487W","13:20","Permanent pasture","None","None","Partially Submerged","Amy Brittan","29/10/2015"
37238,"50.82566N","1.02337W","13:20","Sand/shingle bank","None","None","Submerged","Amy Brittan","29/10/2015"
37237,"50.82596N","1.03891W","13:20","Sand/shingle bank","None","None","Submerged","Amy Brittan","29/10/2015"
37185,50.78488,-1.14305,"13:05","Other","","None","No birds present due to very high Spring tide and no roosting areas above water","David Stevenson","29/10/2015"
37184,50.77929,-1.12970,"12:57","Other","","Other","","David Stevenson","29/10/2015"
37183,50.78271,-1.12424,"12:52","Other","","None","Haslar Wall generally not attractive as a feeding or roosting site","David Stevenson","29/10/2015"
37124,"50.83845N","1.02869W","11:00","Ruderal/Scrubby Grassland","None","None","","Amy Brittan","27/10/2015"
37122,"50.84246N","1.02457W","11:00","Permanent pasture","None","None","Submerged","Amy Brittan","27/10/2015"
37121,"50.84065N","1.02024W","11:00","Saltmarsh","None","None","Submerged","Amy Brittan","27/10/2015"
37117,"50.82596N","1.02346W","11:00","Sand/shingle bank","None","None","Submerged","Amy Brittan","27/10/2015"
37116,"50.82569N","1.03869W","11:00","Sand/shingle bank","None","None","Submerged","Amy Brittan","27/10/2015"
37093,"50.77612N","0.90011W","11:15","Permanent pasture","","None","","james Parkin","27/10/2015"
37092,"50.78716N","0.89919W","11:45","Arable-emerging cereal crop","None","None","","james Parkin","27/10/2015"
37090,50.79465,-0.99641,"08:59","Arable-emerging cereal crop","None","None","","Louise MacCallum","26/10/2015"
37089,50.80073,-0.98345,"08:53","Arable-bare/ploughed","None","None","","Louise MacCallum","26/10/2015"
37088,50.80317,-0.98207,"08:53","Arable-bare/ploughed","None","None","","Louise MacCallum","26/10/2015"
37086,50.80913,-0.98619,"08:47","Arable-emerging cereal crop","None","None","","Louise MacCallum","26/10/2015"
37085,50.80691,-0.98268,"08:47","Arable-emerging cereal crop","None","None","","Louise MacCallum","26/10/2015"
37053,50.80941,-0.98130,"08:47","Arable-emerging cereal crop","None","None","","Louise MacCallum","26/10/2015"
37048,50.81421,-0.98212,"08:41","Arable-emerging cereal crop","None","None","","Louise MacCallum","26/10/2015"
37047,50.81242,-0.98255,"08:41","Permanent pasture","None","Horse rider","","Louise MacCallum","26/10/2015"
37046,50.81407,-0.97907,"08:51","Arable-bare/ploughed","None","None","","Louise MacCallum","26/10/2015"
37026,50.78746,-1.04666,"09:08","Playing field","","None","","Louise MacCallum","23/10/2015"
37025,50.78199,-1.06265,"09:00","Golf course","","None","","Louise MacCallum","23/10/2015"
37024,50.78175,-1.06497,"12:28","Playing field","","None","","Louise MacCallum","23/10/2015"
37015,50.85007,-1.31441,"08:58","","Other","Dog-walker at least one dog off lead","","Andrew Balmer","23/10/2015"
36999,"50.83837N","1.03248W","15:00","Amenity Grassland","None","None","700+ Brent Goose (dark-bellied) in the channel","Amy Brittan","20/10/2015"
36994,"50.84241N","1.02476W","15:00","Permanent pasture","None","None","","Amy Brittan","19/10/2015"
36993,"50.82604N","1.02287W","15:00","Other","None","None","","Amy Brittan","19/10/2015"
36992,"50.82535N","1.03944W","15:00","Other","None","None","","Amy Brittan","19/10/2015"
36846,51.47211,-2.11451,"21:38","Arable-Stubble","None","None","Test","Dave Kilbey","12/10/2015"
36840,51.43456,-2.56292,"16:15","","","","","Joe Woodhouse","12/10/2015"
36817,"50.84098N","1.03038W","10:00","Permanent pasture","None","None","","Scott Mills","09/10/2015"
36816,"50.84311N","1.02386W","10:00","Permanent pasture","None","None","","Scott Mills","09/10/2015"
36811,"50.82641N","1.02283W","10:00","Sand/shingle bank","None","None","","Scott Mills","09/10/2015"
36810,"50.82755N","1.0412W","10:00","Other","None","None","Submerged","Scott Mills","12/10/2015"
8272,"50.81093N","0.91331W","14:00","Amenity Grassland","","None","","Andy Scott","27/09/2015"
8271,"50.80572N","0.9137W","12:30","Sand/shingle bank","","Dog-walker at least one dog off lead","","Andy Scott","27/09/2015"
8270,"50.80922N","0.91627W","12:30","Amenity Grassland","","Other","Model aircraft nearby","Andy Scott","27/09/2015"
8269,"50.81174N","0.92443W","12:30","Amenity Grassland","","Other","Model aircraft","Andy Scott","27/09/2015"
8268,"50.81307N","0.92331W","12:30","Amenity Grassland","None","Other","Model aircraft flying","Andy Scott","27/09/2015"
8267,"50.82224N","0.91177W","14:00","Amenity Grassland","None","Shooting","Clay pigeon shooting around 11:00-13:00. Could be heard across island.","Andy Scott","27/09/2015"
8266,"50.82743N","0.92649W","12:00","Ruderal/Scrubby Grassland","None","None","","Andy Scott","27/09/2015"
8265,"50.82821N","0.92904W","12:00","Permanent pasture","None","None","","Andy Scott","27/09/2015"
8264,"50.81627N","0.9382W","11:30","Ruderal/Scrubby Grassland","None","None","","Andy Scott","27/09/2015"
8263,"50.83891N","0.91586W","14:30","Permanent pasture","","Other","","Andy Scott","27/09/2015"
8215,"50.8418N","1.0214W","13:00","Sand/shingle bank","None","None","","Robert Lee","29/09/2015"
8214,"50.82584N","1.02405W","12:00","Sand/shingle bank","None","None","","Robert Lee","29/09/2015"
8213,"50.82581N","1.02449W","12:00","Sand/shingle bank","None","None","","Robert Lee","29/09/2015"
