UniqueID,VP_Location ,Date,SurveyTime,Weather,Observer,Sheet,RecordID,Time,FieldID_Origin,Oknown,Landuse_Croptype,Sward_height,Species,Count,Disturb.Source_Code,No.Disturbers,Disturb.Response_Code,Other_movemt_activity,Destination_code,Dknown,Direction,Comments 
2351,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,MO6,14:51,C10F,Yes,Water,,DB,31,,,,,,No,Southwest to Northney,Not disturbance
2352,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,MO7,14:57,C10M,Yes,,,DB,56,,,,,,No,Southwest to Northney,Not disturbance
2353,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,CO9,15:01,C10M,,,,DB,0,,,,,,,,"The balance of birds in the Deeps had been swimming beyond where I could see, and by the time I had moved they had gone"
2354,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,CO9,15:01,C25,,,,DB,0,,,,,,,,"The balance of birds in the Deeps had been swimming beyond where I could see, and by the time I had moved they had gone"
2355,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,CO9,15:01,C10F,,,,DB,0,,,,,,,,"The balance of birds in the Deeps had been swimming beyond where I could see, and by the time I had moved they had gone"
2356,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,MO8,15:06,Northney,No,,,DB,53,,,,,C10F,Yes,,"The large flock lifted again from Northney farm and 53 came in Deeps. (I'm assuming the observer there, Mark Larter, recorded the details of the rest of the flock - I could see him some of the time. If not I do have some of the movements)"
2357,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,MO9,15:18,C10F,Yes,,,DB,4,,,,,,No,Southwest to Northney,"Not disturbance. The 53 had moved from the centre of the Deeps to the north side, and some were just on the bank"
2358,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,MO10,15:22,C10F,Yes,,,DB,22,,,,,,No,Southwest to Northney,Not disturbance
2359,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,MO11,15:29,,No,,,CU,36,,,,,C25,Yes,,
2360,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,MO12,15:37,C10F,Yes,,,DB,6,,,,,,No,Southwest to Northney,"Once the 6 had left, there were no Brent remaining, so the balance had left while the hedge was between me and them. No more came during the remaining period of the survey."
2361,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,CO11,15:38,C10F,,,,DB,0,,,,,,,,"Once the 6 had left, there were no Brent remaining, so the balance had left while the hedge was between me and them. No more came during the remaining period of the survey."
2362,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,CO11,15:38,C10F,,,,BW,185,,,,,,,,
2363,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,CO11,15:38,C10F,,,,OC,75,,,,,,,,
2364,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,CO11,15:38,C10F,,,,SU,96,,,,,,,,
2365,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,CO11,15:38,C10F,,,,WN,200,,,,,,,,
2366,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,CO11,15:38,C10F,,,,L.,48,,,,,,,,
2367,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,CO11,15:38,C10F,,,,RK,100,,,,,,,,
2368,Thorney Island,03/03/2017,,"SE 2-3, overcast but brightening after earlier rain, mild",Anne de Potier,2,CO11,15:38,C10F,,,,CU,36,,,,,,,,
2370,Thorney Island,10/03/2017,,"SE 2-4, mist/fog + drizzle, mild",,1,CO2,06:10,C10N,,Permanent pasture,6.0,DB,0,,,,,,,,
2371,Thorney Island,10/03/2017,,"SE 2-4, mist/fog + drizzle, mild",,1,CO2,06:10,C12,,Permanent pasture,6.0,DB,0,,,,,,,,
2372,Thorney Island,10/03/2017,,"SE 2-4, mist/fog + drizzle, mild",,1,CO3,06:15,C10B,,Amenity grassland,,DB,0,,,,,,,,No other species
2373,Thorney Island,10/03/2017,,"SE 2-4, mist/fog + drizzle, mild",,1,CO4,06:20,C25,,Permanent pasture,20.0,DB,0,,,,,,,,
2374,Thorney Island,10/03/2017,,"SE 2-4, mist/fog + drizzle, mild",,1,CO4,09:00,C25,,Permanent pasture,20.0,DB,0,,,,,,,,
2375,Thorney Island,10/03/2017,,"SE 2-4, mist/fog + drizzle, mild",,1,CO5,09:10,C25,,,,WN,30,,,,,,,,"Birds roosting close together, difficult to separate individuals in poor visibility"
2376,Thorney Island,10/03/2017,,"SE 2-4, mist/fog + drizzle, mild",,1,CO5,09:10,C25,,,,SU,20,,,,,,,,"Birds roosting close together, difficult to separate individuals in poor visibility"
2377,Thorney Island,10/03/2017,,"SE 2-4, mist/fog + drizzle, mild",,1,CO6,09:20,C10N,,,,DB,0,,,,,,,,
2378,Thorney Island,10/03/2017,,"SE 2-4, mist/fog + drizzle, mild",,1,CO6,09:20,C12,,,,DB,0,,,,,,,,
2379,Thorney Island,10/03/2017,,"SE 2-4, mist/fog + drizzle, mild",,1,CO7,09:30,C10B,,,,GP,66,,,,,,,,
2380,Thorney Island,10/03/2017,,"SE 2-4, mist/fog + drizzle, mild",,1,CO8,09:55,C10B,,,,GP,66,,,,,,,,
2381,Thorney Island,10/03/2017,,"SE 2-4, mist/fog + drizzle, mild",,1,CO9,10:00,C10J,,,,DB,87,,,,,,,,These geese were swimming or feeding in shallow water over saltmarsh and showing no appearance of wanting to come ashore
2382,Fareham,20/03/2017,,Windy and showers,Sarah Jackson,1,MO1,15:17,F55?,No,,,DB,200,,,,,Water,Yes,South,Flew around before landing on water
2383,Fareham,20/03/2017,,Windy and showers,Sarah Jackson,1,MO2,15:26,Water,Yes,,,DB,150,,,,,F55,Yes,,
2384,Fareham,20/03/2017,,Windy and showers,Sarah Jackson,1,COX,15:26,F55,,Arable,7.5,DB,150,,,,,,,,Feeding
2385,Fareham,20/03/2017,,Windy and showers,Sarah Jackson,1,MO3,15:26,Water,Yes,,,DB,50,,,,,Shore,Yes,North,Moved north to shore to feed
2386,Fareham,20/03/2017,,Windy and showers,Sarah Jackson,1,MO4,15:27,Water/Shore,Yes,,,DB,50,,,,,F55,Yes,NE,Flew NE to join rest in field
2387,Fareham,20/03/2017,,Windy and showers,Sarah Jackson,1,COX2,15:27,F55,,Arable,7.5,DB,200,,,,,,,,Feeding and sitting
2388,Fareham,20/03/2017,,Windy and showers,Sarah Jackson,1,MO5,16:22,F55,Yes,Arable,7.5,DB,200,,,,,F55,Yes,,Flew up and around anti-dock before landing again in F55
2389,Fareham,20/03/2017,,Windy and showers,Sarah Jackson,1,MO6,17:05,F55,Yes,Arable,7.5,DB,200,,,,,Shore,Yes,SW,Flew SW to shore/water
2390,Fareham,20/03/2017,,Windy and showers,Sarah Jackson,1,MO4a,17:09,Water/Shore,Yes,Arable,7.5,DB,200,,,,,F55,Yes,NE,Flew NE back to field
2391,Fareham,20/03/2017,,Windy and showers,Sarah Jackson,1,MO5a,17:22,F55,Yes,,,DB,200,AC,1,f,,F55,Yes,,Flew in a circle over field. Aircraft was light 2 seater.
2392,Fareham,20/03/2017,,Windy and showers,Sarah Jackson,1,MO7,18:05,F55,Yes,Arable,7.5,DB,200,,,,,,No,SW,All took off SW towards Fawley and made direct flight over water until no longer visible
2393,Portsmouth,21/03/2017,,"Windy, bright, dry",Ruth Kernohan,1,CO1,15:41,P23B,,Sports field,4,DB,84,,,,,,,,
2394,Portsmouth,21/03/2017,,"Windy, bright, dry",Ruth Kernohan,1,MO1,15:43,P23B,Yes,Sports field,4,DB,82,MV,2,F,,,No,East,2 remained. Bus exited car park and double decker bus entered.
2395,Portsmouth,21/03/2017,,"Windy, bright, dry",Ruth Kernohan,1,CO2,16:00,P25,,Sports field,4,DB,79,,,,,,,,
2396,Portsmouth,21/03/2017,,"Windy, bright, dry",Ruth Kernohan,1,CO2,18:25,P25,,Sports field,4,DB,0,,,,,,,,
2397,Portsmouth,21/03/2017,,"Windy, bright, dry",Ruth Kernohan,1,CO3,16:36,Shorefront,,Water,,DB,8,,,,,,,,"3 Juveniles, 5 Adults"
2398,Portsmouth,21/03/2017,,"Windy, bright, dry",Ruth Kernohan,1,CO4,16:45,P127,,Pasture,4,DB,47,,,,,,,,
2399,Portsmouth,21/03/2017,,"Windy, bright, dry",Ruth Kernohan,1,CO4,17:55,P127,,Pasture,4,DB,0,,,,,,,,
2400,Portsmouth,21/03/2017,,"Windy, bright, dry",Ruth Kernohan,1,MO2,17:57,,No,,,DB,30,,,,,,No,,Spotted in distance circling over Hayling H31B-A direction and dropped out of view. Unknown origin and destination. Seen from P127.
2401,Portsmouth,21/03/2017,,"Windy, bright, dry",Ruth Kernohan,1,CO5,18:14,P23B,,Sports field,4,DB,1,,,,,,,,Looking lonely
2402,Portsmouth,21/03/2017,,"Windy, bright, dry",Ruth Kernohan,back of 1,no ID,15:30,P30,,,,DB,0,,,,,,,,
2403,Portsmouth,21/03/2017,,"Windy, bright, dry",Ruth Kernohan,back of 1,no ID,16:14,P30,,,,DB,0,,,,,,,,
2404,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO1,08:40,,,Intertidal,,WN,213,,,,,,,,Creek between F18 and F19A
2405,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO1,08:40,,,Intertidal,,T.,8,,,,,,,,Creek between F18 and F19A
2406,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO2,08:50,F19A,,Golf course,9.0,DB,0,S,10,,,,,,
2407,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO3,09:10,G28,,Helicopter field / Mown grass,9.0,DB,44,,,,,,,,
2408,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO3,09:10,G28,,Helicopter field / Mown grass,9.0,OY,3,,,,,,,,
2409,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO4,09:15,G34,,Saltmarsh,,DB,40,,,,,,,,
2410,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO5,10:10,P97,,Water,,DB,20,,,,,,,,7 Juveniles
2411,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO6,10:10,P102,,Water,,DB,204,,,,,,,,
2412,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO6,10:10,P64,,Intertidal,,DB,204,,,,,,,,
2413,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO7,10:10,P48A,,Amenity grass,9.0,DB,0,DX,5,,,,,,Birds on P97 looked as if they wanted to go to P48A
2414,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO8,10:10,P48B,,Amenity grass,9.0,DB,0,DX,5,,,,,,
2415,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO9,10:50,P08A,,Playing field,9.0,DB,667,,,,,,,,"Sample count: of 288 birds, 269 Adults, 17 Juveniles. R=G4 present"
2416,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,CO9,10:50,P08A,,Playing field,9.0,OY,21,,,,,,,,
2417,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,1,MO1,11:00,South ,No,Playing field,9.0,DB,35,,,,,P08A,Yes,,
2418,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,MO1,11:15,P08A,Yes,Playing field,9.0,DB,702,?,,f,,P08A,Yes,,2 dogs off lead but not close and probably not source. Birds flew but returned immediately
2419,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,MO2,11:16,South ,No,Playing field,9.0,DB,12,,,,,P08A,Yes,,Flew in from S
2420,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,MO3,11:18,P08A,Yes,Playing field,9.0,DB,714,DX,2,W,,P08A,Yes,,
2421,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,CO1,11:30,P11,,Playing field,9.0,DB,0,,,,,,,,
2422,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,CO2,11:35,P12,,Golf course,9.0,DB,150,S,4,W,,,,,
2423,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,CO3,11:40,P54,,Refuge grassland,4.0,OY,5,,,,,,,,
2424,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,CO3,11:40,P54,,Refuge grassland,4.0,MH,1,,,,,,,,
2425,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,CO4,11:50,P52,,Playing field,9.0,DB,340,,,,,,,,GDWH (male) with 2 Juveniles
2426,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,CO4,11:50,P52,,Playing field,9.0,OY,15,,,,,,,,
2427,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,CO5,12:08,P12,,Golf course,9.0,DB,120,S,1,W,,,,,"10 Juveniles, also W7R-"
2428,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,CO6,12:30,P48B,,Amenity grass,9.0,DB,0,,,,,,,,
2429,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,CO7,12:30,P48A,,Amenity grass,9.0,DB,32,,,,,,,,"7 Juveniles (Broods: 1,1,2,3)"
2430,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,CO8,12:35,P97,,Intertidal,,DB,31,,,,,,,,
2431,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,CO9,12:40,P102,,Intertidal,,DB,200,,,,,,,,
2432,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,2,CO10,12:50,P08A,,Playing field,9.0,DB,630,,,,,,,,
2433,North Portsmouth Harbour,14/12/2016,,,Bob Chapman,3,CO1,12:50,P08A,,Playing field,9.0,OY,13,,,,,,,,
2434,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,MO1,08:55,North,No,,,DB,90,,,,,P20/P54,No,,
2435,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,MO2,08:58,North,No,,,DB,10,,,,,P20/P54,No,,
2436,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,CO1,09:00,Milton Common Shore,,Intertidal,,DB,155,,,,,,,,Feeding on Milton Common tideline. Rising tide.
2437,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,MO3,09:10,Milton Common Shore,Yes,Intertidal,,DB,19,,,,,P20/P54,No,,
2438,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,MO4,09:10,Milton Common Shore,Yes,Intertidal,,DB,2,,,,,P23A,Yes,,Swimming down shore north-south to milton common intertidal
2439,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,MO5,09:12,Milton Common Shore,Yes,Intertidal,,DB,58,,,,,P20/P54,No,,Rising tide
2440,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,CO2,09:14,Milton Common Shore,,Intertidal,,DB,10,,,,,,,,At view point
2441,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,CO3,09:15,Milton Common Shore,,Intertidal,,DB,120,,,,,,,,Looking south along shoreline
2442,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,MO6,09:16,Milton Common Shore,Yes,Intertidal,,DB,3,,,,,,No,,Rising tide
2443,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,MO7,09:19,Milton Common Shore,Yes,Intertidal,,DB,2,,,,,P20/P54,No,,
2444,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,CO4,09:19,Milton Common Shore,,Intertidal,,DB,35,,,,,,,,Whole shore
2445,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,MO8,09:25,Milton Common Shore,Yes,Intertidal,,DB,10,,,,,,No,South,Flew south out of view. Possibly P28/29/30?
2446,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,MO9,09:30,Milton Common Shore,Yes,Intertidal,,DB,1,,,,,P20/P54,No,,
2447,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,MO10,09:36,Milton Common Shore,Yes,Intertidal,,DB,4,,,,,P20/P54,No,,
2448,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,1,CO5,09:40,Milton Common Shore,,Intertidal,,DB,0,,,,,,,,All gone
2449,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO11,10:00,P20/P54,Yes,Amenity grassland,5.0,DB,166,,,,,Milton Common Shore,Yes,,[First word in Field ID illegible]. To various locations
2450,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO11,10:00,P20/P54,Yes,Amenity grassland,5.0,DB,167,,,,,P23A,Yes,,[First word in Field ID illegible]. To various locations
2451,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO11,10:00,P20/P54,Yes,Amenity grassland,5.0,DB,167,,,,,P52,Yes,,[First word in Field ID illegible]. To various locations
2452,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MOx6,10:02,P20/P54,No,Amenity grassland,5.0,DB,245,,,,,P52,Yes,,[Recorded as CO6 but clearly a movement]
2453,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO12,10:05,,No,,,DB,10,,,,,P52,Yes,,Arriving from North
2454,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO13,10:06,Milton Common Shore,Yes,Water,,DB,23,,,,,P52,Yes,,
2455,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO14,10:09,,No,,,DB,5,,,,,P23A,Yes,,
2456,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,CO7,10:09,Milton Common Shore,,,,DB,0,,,,,,,,None on Milton common shore now
2457,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO15,10:11,P20/P54,No,Amenity grassland,,DB,34,,,,,P52,Yes,,
2458,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO16,10:15,P23A,Yes,Amenity grassland,5.0,DB,5,,,,,P20/P54,No,,
2459,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO17,10:16,,No,,,DB,7,,,,,P52,Yes,,From South
2460,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO18,10:17,,No,,,DB,60,,,,,P52,Yes,,From South
2461,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO19,10:17,,No,,,DB,4,,,,,P20/P54,No,,From South
2462,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO20,10:20,,No,,,DB,2,,,,,P52,Yes,,From South
2463,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO21,10:20,,No,,,DB,36,,,,,P20/P54,No,,From South
2464,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO22,10:25,,No,,,DB,29,,,,,P52,Yes,,From South
2465,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,2,MO23,10:25,,No,,,DB,11,,,,,P20/P54,No,,From South
2466,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO24,10:30,P52,Yes,Amenity grass,5.0,DB,410,,,,,,No,,To various locations based on C06 plus additions
2467,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO25,10:30,P52,Yes,Amenity grass,5.0,DB,34,,,,,P23A,Yes,,Feeding
2468,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO26,10:32,P23A,Yes,Amenity grass,5.0,DB,34,,,,,P52,Yes,,
2469,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO27,10:32,,No,,,DB,8,,,,,P52,Yes,,From south
2470,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO28,10:31,P52,Yes,Amenity grass,5.0,DB,350,,,f,,P52,Yes,,Circled and returned
2471,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO29,10:45,,No,,,DB,9,,,,,P54,Yes,,
2472,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO30,10:46,,No,,,DB,15,,,,,P52,Yes,,
2473,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,CO8,10:58,P54,,Amenity grass,5.0,DB,470,,,,,,,,Feeding
2474,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO31,11:05,P20,Yes,Amenity grass,5.0,DB,3,DX,2,F,,P54,Yes,,1 dog plus owner off lead
2475,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO32,11:10,,No,,,DB,28,,,,,P54,Yes,,From north
2476,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO33,11:10,,No,,,DB,13,,,,,P20,Yes,,From north
2477,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO34,11:21,P54,Yes,Amenity grass,5.0,DB,8,,,,,,No,NE,Flew north east
2478,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO35,11:35,,No,,,DB,11,,,,,,No,,Flying south over P19C
2479,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,MO36,11:45,,No,,,DB,68,,,,,,No,,Circling over P12
2480,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,CO9,12:16,P52,,Amenity grass,5.0,DB,460,,,,,,,,"Final count, feeding and roosting"
2481,Portchester/Portsmouth,27/01/2017,,"7.5'C, cloud cover 60%, wind speed 4-5",Mark Larter,3,CO10,12:23,P54,,Amenity grass,5.0,DB,98,,,,,,,,"Final count, feeding and roosting"
2482,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,CO0,08:50,P48A,,Amenity grass,9.0,DB,0,,,,,,,,
2483,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,CO0,08:50,P48B,,Amenity grass,9.0,DB,0,,,,,,,,
2484,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,CO1,08:55,P98,,Intertidal,,DB,105,,,,,,,,
2485,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,CO1,08:55,P102,,Intertidal,,DB,105,,,,,,,,
2486,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,CO1,09:50,P68,,Intertidal,,DB,200,,,,,,,,
2487,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,MO2,09:00,P68,Yes,Intertidal,,DB,200,,,,,P98/P102,No,,
2488,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,MO3,09:02,P102,Yes,Intertidal,,DB,64,,,,,P94,Yes,,
2489,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,CO1,09:05,Intertidal,,Intertidal,,DB,2,,,,,,,,On water off P48A
2490,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,CO1,09:42,P98,,Intertidal,,DB,531,,,,,,,,"20% feeding, 70% loafing, 10% preening/bathing"
2491,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,CO1,09:42,P98,,Intertidal,,T.,16,,,,,,,,
2492,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,CO1,09:42,P98,,Intertidal,,BW,1,,,,,,,,
2493,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,CO1,09:42,P98,,Intertidal,,DN,1,,,,,,,,
2494,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,MO1,10:10,P98,Yes,Water,,DB,100,,,,,,Yes,East,"Sea off P48A, 25 there by 10:10"
2495,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,MO2,10:32,P98,Yes,Water,,DB,48,,,,,Water off P48A,Yes,,1 Juvenile
2496,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,CO1,11:15,G18,,Mown grass,9.0,DB,1,,,,,,,,
2497,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,1,CO1,11:15,G18,,Mown grass,9.0,CU,1,,,,,,,,
2498,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,2,CO1,11:15,G18,,Mown grass,9.0,OY,3,,,,,,,,
2499,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,2,CO1,11:15,G55/G34,,Saltmarsh,,DB,110,,,,,,,,
2500,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,2,CO1,11:30,F22,,Amenity grass,9.0,DB,0,,,,,,,,
2501,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,2,CO1,11:30,F21,,Amenity grass,9.0,DB,0,,,,,,,,
2502,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,2,CO1,11:30,F41,,Amenity grass,9.0,DB,0,,,,,,,,
2503,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,2,CO1,11:30,F05,,Amenity grass,9.0,DB,0,,,,,,,,
2504,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,2,CO1,11:40,F04,,,,DB,0,,,,,,,,
2505,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,2,CO1,11:40,P91,,,,DB,0,,,,,,,,
2506,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,2,MOX,12:00,P48A,Yes,Amenity grass,9.0,DB,25,DX,2,F,,,Yes,,Onto water off sea wall. Recorded as a count (CO1)
2507,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,2,CO1,12:00,P48B,,Amenity grass,9.0,DB,0,,,,,,,,
2508,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,2,CO1,12:10,F16,,,,DB,0,,,,,,,,
2509,Portchester/Portsmouth,27/01/2017,,,Bob Chapman,2,CO1,12:10,P98,,,,DB,500,,,,,,,,
